spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/?1.20 POBOXox36504W45WQ 16+"
ham,"Oh Howda gud gud.. Mathe en samachara chikku:-)"
ham,"Dunno lei shd b driving lor cos i go sch 1 hr oni."
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,"K..k.:)congratulation .."
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,"Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u..."
ham,"Trust me. Even if isn't there, its there."
ham,"R ?_ comin back for dinner?"
ham,"When did you get to the library"
spam,"Today's Offer! Claim ur ?150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ?3.00 Sub. 16 . Unsub reply X"
ham,"Guess who spent all last night phasing in and out of the fourth dimension"
ham,"The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live."
ham,"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th"
ham,"It has issues right now. Ill fix for her by tomorrow."
spam,"Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"
ham,"Can ?_ all decide faster cos my sis going home liao.."
ham,"U dun say so early hor... U c already then say..."
ham,"OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?"
ham,"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie"
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,"Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life."
ham,"MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED"
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,"haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons"
ham,"Sorry * was at the grocers."
spam,"Reply to win ?100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service"
ham,"whatever, im pretty pissed off."
ham,"First answer my question."
ham,"Hi msg me:)i'm in office.."
ham,"Except theres a chick with huge boobs."
ham,"I'm vivek:)i got call from your number."
ham,"Just getting back home"
ham,"Yo chad which gymnastics class do you wanna take? The site says Christians class is full.."
ham,"Just come home. I don't want u to be miserable"
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Watching ajith film ah?"
spam,"Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm"
ham,"I love to cuddle! I want to hold you in my strong arms right now..."
ham,"There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?"
ham,"\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS"
ham,"Where are you?when wil you reach here?"
ham,"Yun buying... But school got offer 2000 plus only..."
spam,"INTERFLORA - ??It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow."
spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi."
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng"
ham,"One small prestige problem now."
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish."
ham,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
ham,"U call me alter at 11 ok."
ham,"Lol you won't feel bad when I use her money to take you out to a steak dinner =D"
spam,"Auction round 4. The highest bid is now ?54. Next maximum bid is ?71. To bid, send BIDS e. g. 10 (to bid ?10) to 83383. Good luck."
ham,"Yes obviously, but you are the eggs-pert and the potato head??_ Speak soon! "
ham,"Thank u!"
ham,"How come i din c ?_... Yup i cut my hair..."
spam,"85233 FREE>Ringtone!Reply REAL"
ham,";-) ok. I feel like john lennon."
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,"Ok thanx..."
ham,"You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,"I will reach ur home in  &lt;#&gt;  minutes"
ham,"I av a new number,  . Wil u only use this one,ta."
ham,"Its worse if if uses half way then stops. Its better for him to complete it."
spam,"Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ?1.50 per wk 2 opt out send STOP 08452810071 16"
ham,"What's happening with you. Have you gotten a job and have you begun registration for permanent residency"
ham,"Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com"
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ?500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
spam,"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed ?1000 cash or ?5000 prize!"
ham,"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
ham,"You can never do NOTHING"
ham,"K.:)do it at evening da:)urgent:)"
ham,"He remains a bro amongst bros"
ham,"Yes! How is a pretty lady like you single?"
ham,"Ok. Me watching tv too."
ham,"Yup i shd haf ard 10 pages if i add figures... ?? all got how many pages?"
ham,"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;)."
spam,"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597"
ham,"Yup. Wun believe wat? U really neva c e msg i sent shuhui?"
ham,"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request."
ham,"Good evening! this is roger. How are you?"
ham,"You in your room? I need a few"
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,"Hey i will be late ah... Meet you at 945+"
ham,"U coming back 4 dinner rite? Dad ask me so i re confirm wif u..."
ham,"I am waiting for your call sir."
ham,"Ok but tell me half an hr b4 u come i need 2 prepare."
ham,"Kindly send some one to our flat before  &lt;DECIMAL&gt;  today."
ham,"No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time."
ham,"I want to go to perumbavoor"
ham,"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu"
ham,"You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|"
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,"I've told you everything will stop. Just dont let her get dehydrated."
ham,"Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me"
ham,"Are you in castor? You need to see something"
ham,"Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone."
ham,"Yes:)here tv is always available in work place.."
