ham,"See? I thought it all through"
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,"My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you"
spam,"Congratulations - Thanks to a good friend U have WON the ?2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
ham,"Actually I decided I was too hungry so I haven't left yet :V"
ham,"U should make a fb list"
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,"Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ?_ cut ur hair. "
ham,"Sorry, I'll call later"
ham,"Ok... Ur typical reply..."
ham,"I.ll get there tomorrow and send it to you"
ham,"They can try! They can get lost, in fact. Tee hee"
ham,"I cant pick the phone right now. Pls send a message"
ham,"Why are u up so early?"
spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
ham,"Yeah probably, I still gotta check out with leo"
ham,"Sure but since my parents will be working on Tuesday I don't really need a cover story"
ham,"Ooooooh I forgot to tell u I can get on yoville on my phone"
ham,"I cant pick the phone right now. Pls send a message"
ham,"Pls confirm the time to collect the cheque."
ham,"TELL HER I SAID EAT SHIT."
ham,"Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow."
ham,"Please sen :)my kind advice :-)please come here and try:-)"
ham,"Greetings me, ! Consider yourself excused."
spam,"You have 1 new message. Please call 08715205273"
spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it."
ham,"He says hi and to get your ass back to south tampa (preferably at a kegger)"
ham,"So i'm doing a list of buyers."
ham,"Dear how is chechi. Did you talk to her"
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,"Wat happened to the cruise thing"
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,"Then why no one talking to me"
ham,"K.i will send in  &lt;#&gt;  min:)"
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)"
ham,"Are you willing to go for apps class."
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn??t make ur b??day 2 hun!"
spam,"We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150"
ham,"Anything..."
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,"Watching tv lor..."
ham,"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear"
ham,"No plans yet. What are you doing ?"
ham,"Didn't try, g and I decided not to head out"
ham,"Am i that much dirty fellow?"
ham,"Finish already... Yar they keep saying i mushy... I so embarrassed ok..."
ham,"I like to think there's always the possibility of being in a pub later."
ham,"Lol where do u come up with these ideas?"
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,"Yeah my usual guy's out of town but there're definitely people around I know"
spam,"FreeMsg>FAV XMAS TONES!Reply REAL"
ham,"Are you angry with me. What happen dear"
ham,"You got called a tool?"
ham,"Ok thanx..."
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,"Hey what happen de. Are you alright."
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or ?5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost?1.50/pm, Max10mins"
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,"Den wat will e schedule b lk on sun?"
ham,"The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible"
ham,"I'm at work. Please call"
ham,"In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)"
ham,"Oh great. I.ll disturb him more so that we can talk."
ham,"No da. . Vijay going to talk in jaya tv"
spam,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
ham,"Excellent, I'll see what riley's plans are"
ham,"We confirm eating at esplanade?"
ham,"Aight yo, dats straight dogg"
ham,"I'm hungry buy smth home..."
ham,"Oh ok.."
spam,"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ?33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk"
ham,"Stupid.its not possible"
